gummy,Y?NNN,gruff,YNYNN,gouge,YNYNY,gauze,YYYYY
aside,NNNNN,croup,YNN?Y,chump,YNYYY,clump,YYYYY
candy,YNNNN,creep,YN??N,close,YYYNY,clove,YYYYY
curry,NNNNN,death,NYY?N,feast,NYYYY,beast,YYYYY
geeky,NNNNN,blurb,NY??N,flour,YYYYY
fetid,NN?NN,bloat,YNNNY,burst,Y??NY,brunt,YYYYY
crime,YN?NN,chain,YNNYN,civil,YYYYN,civic,YYYYY
adapt,N?NNN,bused,NN???,dress,YN?YN,dense,YYYYY
flown,N??NN,color,NY?NN,hotly,NYNYY,godly,YYYYY
haute,YNNNY,hinge,YNNNY,horse,YYYNY,horde,YYYYY
apply,NNN?N,bloke,NYNNN,cling,NYYY?,glint,YYYYY
allay,NNNNN,exist,NNNNN,dough,NYYNY,couch,YYYYY
arise,?NNYN,coast,NNYYN,flask,YYYYN,flash,YYYYY
epoxy,YNN?N,exert,YYNNY,exact,YYYNY,exalt,YYYYY
color,?NNNN,hitch,N?Y?N,attic,YNYYY,antic,YYYYY
chute,NNNNN,anvil,??NN?,bland,NYYYY,gland,YYYYY
chock,YNNNN,crept,YN?NN,clued,Y?N?N,cable,YYYYY
geeky,NNNNN,climb,N?YNN,drill,NYYYY,frill,YYYYY
froth,?YNNN,brief,NYNNY,gruff,YYYYY
burst,NNNNN,fence,YYNNN,fella,YYYYY
debit,N?NNN,false,N?NNY,craze,?YYNY,grace,YYYYY
acute,?N??N,gamut,NY?Y?,datum,YYYYY
dully,NNNNN,annex,??YNN,canon,YYYYY
favor,NNNN?,burnt,N??NN,crude,NYY?N,druid,YYYYY
crank,NNN?N,denim,NY?YN,begin,YYYYY
bilge,YNNNN,bayou,YNN?N,broth,YNYYY,booth,YYYYY
elder,NYNNN,gloat,NYNNN,bliss,?YYNN,climb,YYYYY
grill,NYNNY,crawl,NYNNY,drool,YYYYY
gusty,YNNYN,girth,YN?YN,grate,YYYYY
extol,NN??Y,atoll,YYYYY
crier,?NY?N,evict,YNYYY,edict,YYYYY
alibi,?NNNN,cacao,NNNY?,foray,NYNYN,gonad,YYYYY
askew,NNNNN,frond,NNNNN,civic,?YNN?,hitch,YYYYY
droit,NYNNN,grape,NYNNN,brush,NYYYY,crush,YYYYY
crane,NNNNY,glide,YNNNY,gouge,YYNNY,goose,YYYYY
cough,NNNNN,badly,NN??N,delve,YY??N,devil,YYYYY
freer,NN??N,cache,NNNNY,booze,?NYNY,globe,YYYYY
guile,NNNNN,bosom,NN?NN,crash,NNYYY,awash,YYYYY
avoid,NNYYN,groin,NYYYN,broil,YYYYY
drawl,?NNNN,embed,YNNN?,edify,YYYNN,edict,YYYYY
ebony,??NNN,baker,YYN?N,baste,YYN?Y,bathe,YYYYY
feast,NNNNN,cumin,YYNYN,curio,YYNYN,cubic,YYYYY
cavil,NNN?N,fishy,N?NNN,eking,NNYY?,grind,YYYYY
furry,NNNNN,chick,??N?N,havoc,YYYYY
abuse,NNNNN,horny,?NNNN,fifth,YYNYY,filth,YYYYY
boozy,NNYNN,clove,YNYNN,cross,YNYNN,chock,YYYYY
dimly,NNNNY,honey,NNYNY,fancy,N?YNY,aunty,YYYYY
early,?N??N,gruel,N?N??,clerk,YYYYY
gassy,?NNNN,begun,N??NN,dirge,NNY??,egret,YYYYY
flute,NNNNY,graze,NY?NY,arise,YYNYY,arose,YYYYY
drunk,N?NN?,baker,YYYYY
afire,?NNNN,clack,?N??N,bacon,NY?YN,havoc,YYYYY
drone,NYYYN,crony,NYYYN,front,YYYYY
exist,?NNNN,dance,NNN??,clerk,Y???N,cruel,YYYYY
drunk,YYNNN,drill,YYNNN,dream,YYN?N,draft,YYYYY
brisk,NYNYN,gross,NYNYY,crass,YYNYY,cress,YYYYY
hover,?NNNN,chunk,N?NNN,alpha,?YN??,flash,YYYYY
champ,N??NN,faith,N?NN?,ashen,YNYNN,abhor,YYYYY
flick,NNNNN,asset,NNNY?,ether,??NYY,deter,YYYYY
agape,N?NN?,deign,NYN?Y,begun,YYYYY
arise,YNNNY,anode,YNYNY,above,YNYNY,awoke,YYYYY
diary,NN?NN,abuse,??NNN,bloat,Y?NYN,banal,YYYYY
beard,NNNNN,cling,NYN?N,flown,YYYYY
acrid,YNNNN,above,YNNNN,awful,YNNYY,annul,YYYYY
covet,?NN?N,beach,NY??N,decal,NYYYY,fecal,YYYYY
crawl,NN?NN,asset,?NN?N,gauge,N?NN?,enema,YYYYY
caper,NNNYN,bowel,YNNYN,bused,YNYYN,beset,YYYYY
align,NN?NN,dicey,YYNNN,ditto,YYYYY
glaze,NN?N?,cater,NY???,earth,YYYYY
cover,N?N??,erode,NYY?Y,drone,YYYYY
album,YNYNN,abbot,YYYNN,abbey,YYYYY
floor,NNNN?,carry,YNNYN,chirp,YYNYN,churn,YYYYY
frisk,NNNNN,gland,NNNN?,etude,NN?YN,buddy,YYYYY
hippy,NN??Y,epoxy,NYNNY,aptly,YYYYY
betel,N???N,ethos,???NN,chute,YYN??,cheat,YYYYY
color,NN?NN,flank,YYNYN,flint,YYNYN,flung,YYYYY
basic,YNNNN,boxer,YYNNN,bongo,YY?NN,bound,YYYYY
buggy,NN??N,graft,YYYNY,grant,YYYYY
homer,NNNNN,bulky,Y??NN,bluff,YYYNN,blunt,YYYYY
broad,YNYNN,bloke,YYYNN,bloom,YYYNN,blown,YYYYY
ditch,NNNN?,hovel,YYN?N,horse,YYNYY,house,YYYYY
dying,NNNNN,fable,NNNY?,cello,NYYYY,hello,YYYYY
afire,?NN?Y,brace,NYYNY,grape,NYYYY,drape,YYYYY
hotel,??NNN,chaos,YYN?N,choir,YYYNN,chock,YYYYY
fluid,N?YNY,could,YYYYY
draft,N?NN?,enter,?N???,berth,YYYYY
amity,NNNNN,bezel,NNNNY,drool,YYYNY,droll,YYYYY
duvet,YNN?N,demon,Y?N??,drone,YYYYY
comma,N?NNN,endow,YNN?N,elope,YNY?N,epoxy,YYYYY
fable,NYNYN,dally,YYNYY,daily,YYYYY
crook,YNNYN,chaos,YN?YN,canon,YYYYN,canoe,YYYYY
angst,NNNNY,clout,NNNNY,drift,NN??Y,befit,YYYYY
aroma,?NNN?,badge,NYNNN,cavil,YYNN?,caulk,YYYYY
cater,NNNNN,gloss,NNYNN,booby,YYYNY,boozy,YYYYY
aisle,?NNN?,begat,NYN?N,heard,YYYNN,heavy,YYYYY
ember,NN?NN,doubt,?NN?N,badly,YY?NY,bawdy,YYYYY
bride,YNNN?,begat,YYN?Y,beast,YYYYY
event,NNNNN,arrow,NYNNN,crisp,YYNNY,crump,YYYYY
girly,NN?NN,crass,NY?NN,bread,NYYYN,freak,YYYYY
chaff,NNN??,flout,YNYNN,frond,YYY?N,frown,YYYYY
dusty,NNNNN,comma,N?NNY,flora,NNYYY,agora,YYYYY
debut,???NN,abide,N?N??,breed,YNYNY,blend,YYYYY
doing,NNNNN,altar,NNNNY,cheer,NNNYY,buyer,YYYYY
creep,NYNNN,grass,NYYNN,drank,NYYYY,frank,YYYYY
dwarf,NNNNN,bilge,YN?N?,bezel,Y?N??,bless,YYYYY
aside,NNY?N,drink,YYYNN,drill,YYYNN,drift,YYYYY
braid,NN?NN,canoe,N?N?N,float,NYYYY,gloat,YYYYY
credo,NN???,dozen,Y?N?N,detox,YY?YN,depot,YYYYY
azure,NNNNN,biddy,YNNNY,booby,YYNNY,bossy,YYYYY
drunk,NNYNN,acute,NNYNY,boule,NNY?Y,flume,YYYYY
freed,NY??N,broke,YYNYY,brake,YYYYY
floor,YYYNN,flout,YYYNY,float,YYYYY
aloft,NN???,forte,YYYYN,forth,YYYYN,forty,YYYYY
flare,N?NNN,guild,NNNY?,dolly,YYYYY
hefty,NY?NN,fecal,YY?NN,fence,YYYYY
borne,YN?NN,brush,YYNYN,brass,YYNYN,brisk,YYYYY
adult,?NNNY,craft,YN?NY,cheat,YYYYY
dwelt,NN?NN,froze,NYNYY,craze,NYYYY,graze,YYYYY
gauze,NNN?N,fritz,NNYYY,blitz,YYYYY
grind,NYNYY,frond,NYNYY,brand,YYYYY
dunce,NNNN?,beget,NYNN?,fetal,?Y?NN,hefty,YYYYY
bluff,YYNNN,blade,YYN??,bleed,YYYNY,blend,YYYYY
altar,?N??N,exact,NN???,cacti,YYYYY
golly,NNNNN,brink,?NNNN,abuse,N?NN?,embed,YYYYY
forgo,NNNNN,devil,NYNY?,helix,NYYYN,belie,YYYYY
bugle,?NN?N,climb,NYYN?,alibi,YYYYY
enact,YNNNN,elegy,YY?NN,elope,YYNN?,elder,YYYYY
click,NNNNN,guppy,?YNNY,buggy,YYYYY
gassy,NNNNY,boney,NNN?Y,edify,??NNY,decry,YYYYY
dread,NYN?N,grant,YYYNY,graft,YYYYY
cause,??NNN,attic,YNNY?,acrid,YYYYY
basic,NNN?N,guide,YNYNY,gripe,YYYNY,grime,YYYYY
amber,NNNNN,flint,NN??N,dingo,N?YNN,cynic,YYYYY
brush,NNNNN,eject,YNYNN,enema,YNYNN,elegy,YYYYY
chide,NNNN?,envoy,?NNNY,berry,NYYYY,ferry,YYYYY
dutch,NNN??,cheek,YY???,choke,YYYYY
craze,YYYNY,crate,YYYNY,crave,YYYNY,crane,YYYYY
foist,Y?NNN,froze,Y??NN,favor,YNNYY,furor,YYYYY
aisle,?NNYN,fault,N?NYN,chalk,YYYYY
chain,??NYN,ethic,YYYYY
grate,NN??N,bloat,NNN?Y,admit,?NN?Y,faint,YYYYY
balmy,N?N?N,amass,YYYNN,amaze,YYYYY
datum,NYNNN,hazel,NYN?N,gaffe,?YNNY,barge,YYYYY
cider,NNY?N,badge,NNYN?,endow,YYYYY
chore,NNYNY,booze,NNYNY,alone,YNY?Y,anode,YYYYY
boost,NNNYY,first,NN?YY,crust,YYNYY,crest,YYYYY
aroma,YNNNN,alibi,YNNNN,askew,YNNYN,annex,YYYYY
flunk,NNNNN,brash,NYYNN,crave,NYYYN,gravy,YYYYY
buxom,NNNNN,grain,?NYNN,agate,YYYNY,agape,YYYYY
bleed,NNNNN,fishy,NN?NN,crass,YNYYN,coast,YYYYY
blimp,NNNNN,croak,YYNYY,creak,YYYYY
aging,?N?NN,basil,N?NYY,frail,YNYYY,flail,YYYYY
armor,YNNNN,askew,YNNN?,awful,YYNNN,await,YYYYY
actor,?NNNN,gavel,??N?N,began,YYYYY
frown,N?NNN,cater,NN???,exert,?N???,berth,YYYYY
binge,NNNNN,cocoa,?N?Y?,actor,??NYN,havoc,YYYYY
adage,???N?,delay,Y?NYN,dread,YYYYN,dream,YYYYY
baron,N??NN,craft,N?YNN,award,YNYYN,alarm,YYYYY
demon,N?NNN,grate,NYNN?,fresh,?Y?NN,brief,YYYYY
baton,NNNYN,drool,N?YY?,floor,YYYYY
curly,NNNYY,dilly,NNNYY,amply,YNYYY,apply,YYYYY
agree,?NNNN,basin,?YNNN,cabal,YYYNN,cabby,YYYYY
flout,YNNYN,femur,Y?NYN,fugue,YYYYY
curvy,NNNNN,agape,?N?N?,bleak,NNY?N,enema,YYYYY
blood,NNYNN,froth,YYY?N,front,YYYNY,frost,YYYYY
cried,NNNN?,dusky,?NNNY,handy,NNN?Y,godly,YYYYY
guest,NNNNN,baron,NNN?Y,flown,NYYYY,clown,YYYYY
fifth,NNN?N,guest,NNNYY,coast,NNYYY,blast,YYYYY
freed,NYNNN,arrow,YYNNN,artsy,YYYYY
admit,NNNYN,civil,NNNY?,helix,NYYYN,belie,YYYYY
groin,YNN?N,guide,YN?YN,giddy,YYYYY
crisp,N?NNN,amber,YNNN?,adorn,YNNY?,angry,YYYYY
cheer,NNNNN,datum,Y?NN?,dogma,YYYYY
graph,N?YNN,flair,NYYN?,alarm,NYYYN,blare,YYYYY
algae,NNNN?,fresh,NYYNN,creep,YYYN?,crept,YYYYY
abate,N?YN?,beard,YYYN?,beady,YYYYY
haste,N?N?N,atoll,Y?NYN,aptly,YN?YN,adult,YYYYY
fiber,NNN?Y,clear,NN?NY,demur,N?NNY,error,YYYYY
haste,N?NN?,anger,YNNYN,abbey,YYNYN,abled,YYYYY
cacao,YYNNN,cadet,YYNNN,cairn,YYNYN,carry,YYYYY
cress,YNYNN,cleft,YNYNY,cheat,YYYYY
alert,???NN,email,???NY,camel,YYYYY
axiom,?NNNN,crack,YN?NY,caulk,YYYYY
equip,NNNNN,baron,NN?NN,dryly,YYYYY
golem,NYNNN,doubt,?YY?N,bound,YYYYY
crimp,NNYNN,exile,NYY?N,axial,YYYYY
donor,NNNYN,ethos,N?NY?,ascot,YYYYY
dwell,NNNNN,honor,NNNN?,frisk,NYYYY,brisk,YYYYY
graft,N??NN,abhor,YNNN?,acrid,YN?NN,azure,YYYYY
cluck,N?NNN,angel,YYNNY,anvil,YYYYY
bible,NNNNN,arson,NNNNN,dummy,N?NNN,chuck,YYYYY
crown,YNNNN,cheap,YY??N,chase,YYYNY,chafe,YYYYY
chute,NNN??,exalt,?NNN?,deter,?YYNN,fetid,YYYYY
bluff,N?N??,false,Y??NN,final,Y?N?Y,frail,YYYYY
glare,N?N?N,drill,YYNYN,dryly,YYYYY
crane,NNNNN,filmy,NNNNY,booty,NYYNY,goody,YYYYY
azure,NNN??,dress,NYYNN,green,NYY?N,erect,YYYYY
daily,NNYNN,brick,NYYNN,grime,YYYNY,gripe,YYYYY
alter,NNN?N,booze,NNNN?,check,NN?N?,eking,YYYYY
burly,NNNYY,daily,NYNYY,gayly,YYYYY
frame,?NN?N,comfy,YYYYY
honey,NNNNN,civic,NNNYY,attic,?NNYY,basic,YYYYY
hitch,NN??N,cadet,YYN??,caste,YYYYY
cacao,NNNN?,ethos,NN??N,hobby,?YNNN,dough,YYYYY
enemy,NNNNN,blurt,?NNNN,aback,YYYYY
bully,NNNNN,forth,N??NN,drone,YYY?N,drown,YYYYY
album,NNNNN,chore,YYNN?,chief,YYNYN,cheek,YYYYY
fetch,NNNNN,apply,NNNNN,bison,YN???,bonus,YYYYY
below,NNN?N,hound,NYNNN,aorta,?YN??,coast,YYYYY
drier,NNN?N,cycle,NNN??,bless,NYYYN,flesh,YYYYY
alibi,NN???,begin,??N?N,fiber,YYY??,fibre,YYYYY
amber,NNNNN,donut,YNNNN,dizzy,YYNNY,dilly,YYYYY
godly,YNNNN,grave,YYNNY,grime,YYYNY,gripe,YYYYY
drown,NNNNY,alien,NY??Y,elfin,YYYYY
condo,N?NN?,allow,?NNYN,bayou,NYNYN,favor,YYYYY
bleed,N???N,halve,NYYNY,false,YYYYY
decal,?N?N?,could,Y???Y,cloud,YYYYY
cobra,NN?N?,badge,YYYNN,badly,YYYYY
furry,YN??N,flier,YNNYY,fever,Y?NYY,freer,YYYYY
flier,NN?NN,bitty,NYNNY,giddy,NY??Y,dizzy,YYYYY
build,NNYNN,chick,YYYNN,chief,YYY?N,chime,YYYYY
house,?NNN?,beech,NYNYY,fetch,YYYYY
clink,YNNNN,carry,Y???N,crash,Y??NN,cedar,YYYYY
hazel,N?N?N,decay,??N?N,adobe,Y?Y?Y,abode,YYYYY
bloat,NNNN?,fifty,NNN?N,etude,??N??,deter,YYYYY
biddy,N?NNN,antic,YYNYN,anvil,YYYYY
frost,NYNNN,drawl,YYNNN,dried,YYNNN,drunk,YYYYY
betel,N?N??,exile,YNN??,elegy,YYYYY
fifty,NNNNN,caper,NNN?Y,error,?NNNY,demur,YYYYY
frost,NYNNY,greet,NYY?Y,erect,YYYYY
denim,YN?NN,drank,YYN?N,drown,YYYYY
aorta,?NNN?,camel,Y?NN?,clash,Y?YN?,chalk,YYYYY
clump,N?NNN,final,NYN??,aisle,YYYYY
caddy,??NNN,eclat,NYN??,actor,YYYYY
broke,YYN?N,brisk,YYYNY,brick,YYYNY,brink,YYYYY
delay,NYNNN,befit,YYNNN,beech,YYNYY,bench,YYYYY
bongo,NNNNN,flush,N?NNN,amply,YYYYN,ample,YYYYY
embed,NN?NN,batty,YNNYN,broth,Y?NYY,birth,YYYYY
flick,NNNNN,green,NN???,endow,???NN,dense,YYYYY
corer,NNNNN,baggy,NNNYY,dingy,YYYYY
chock,NNNNN,burst,YNYNY,beret,YYYYY
dwarf,?NNN?,fudge,YN?N?,field,Y??NY,fetid,YYYYY
block,NNYNN,drone,N?YNN,agora,YYYYY
glade,NNN?N,duchy,YNNNN,drink,Y?N?N,donor,YYYYY
attic,???N?,craft,YN?NY,caput,YYNNY,cadet,YYYYY
anvil,N?NNN,hound,NYYYY,bound,NYYYY,found,YYYYY
fifty,YNN?N,fleet,YNNNY,front,YYYNY,frost,YYYYY
grape,N??NN,abort,YN???,actor,YN???,aorta,YYYYY
brawl,YYNNN,briny,YYNYN,brunt,YYYYY
balmy,N??NN,glass,YYYNN,gland,YYYN?,glade,YYYYY
habit,NYNNN,dance,NYNNY,gaffe,?YNNY,eagle,YYYYY
death,NNNNN,forum,YNN?N,fungi,Y??NN,flunk,YYYYY
gaffe,N?NN?,adept,??YNN,dread,NYYYY,bread,YYYYY
afoot,YNNNN,anvil,YYNNY,annul,YYNNY,angel,YYYYY
chump,N?YNN,blush,NYYYY,flush,YYYYY
flaky,NN?NN,debar,N?N??,avert,YNY?N,arena,YYYYY
canny,NNNNN,geese,?NNNY,fugue,YN?NY,forge,YYYYY
gusto,NNN?N,filet,NNY?Y,eclat,YYYYY
audio,NNN?N,blitz,NN?NN,fiery,YYNNN,finch,YYYYY
anger,?N?NN,gawky,YYNNN,gamma,YYYNN,gamut,YYYYY
bagel,N?N??,ample,?NNY?,exalt,?NYYY,dealt,YYYYY
borax,N?NNN,diode,NNYNY,clove,NYYYY,glove,YYYYY
coach,YNNNN,crumb,YNNNN,cling,YYYYN,clink,YYYYY
cigar,NN?NN,guess,??NNN,dough,NNY?N,flung,YYYYY
glaze,NNNN?,eject,YNNNY,exist,YNNNY,erupt,YYYYY
group,N?YNN,chord,YYYYN,chore,YYYYY
golem,NNNNN,fruit,NN?NN,dusky,?YNNY,buddy,YYYYY
frost,NN?NY,donut,NYNNY,covet,YYNYY,comet,YYYYY
earth,N?NNN,flask,NYYNY,blank,NYYNY,clack,YYYYY
finer,YNNN?,forth,Y??NN,flora,YNY?N,frock,YYYYY
built,NNNYN,holly,NYNYY,coyly,NYNYY,godly,YYYYY
dimly,NNNNN,graze,NYNN?,erect,NYY?N,cress,YYYYY
haunt,NNNNN,fibre,YNN?Y,forge,Y??NY,froze,YYYYY
catty,NN??N,beset,N????,ethos,YYYYY
brute,YN?NN,bunny,YYNNY,bulky,YYYNY,bully,YYYYY
conch,Y?NNN,cloak,Y??NN,cello,YYYYY
curry,NNNNN,hedge,N??N?,blend,NN???,dozen,YYYYY
flung,NNNNN,ditto,NNYN?,actor,N?Y?N,botch,YYYYY
billy,YNNNN,breed,Y?NYN,boxer,YNNYY,baker,YYYYY
harry,N?NNY,annoy,YNNNY,amply,YYNNY,amity,YYYYY
hence,NN?NN,faint,N?N?N,drawn,???NY,adorn,YYYYY
cello,YNNYN,caulk,YNNYN,child,YYYYN,chili,YYYYY
flair,YNNNY,fever,YNNNY,furor,YYYYY
hairy,N?N?N,brake,YYYNY,brave,YYYNY,brace,YYYYY
could,?NNNN,beach,NN??N,antic,YNYYY,attic,YYYYY
briar,NNN?N,coast,NN??N,ashen,YYNYN,askew,YYYYY
debug,YNNN?,dingo,YNNY?,dodgy,YYYYY
bingo,YN?NN,brunt,YNNYN,blend,YYNYN,blank,YYYYY
greet,YN??N,gaffe,YNNN?,gecko,YYYYY
eclat,?NN??,bathe,N??NY,atone,??NNY,grate,YYYYY
flack,NNNNN,diner,N?NN?,grimy,YYYYY
fifth,NNN?N,beset,N???Y,crest,NNYYY,guest,YYYYY
amend,NNYNN,creep,NNY?N,elegy,?NY?N,geese,YYYYY
ghost,NNYN?,atoll,N?YNN,booty,YYYYY
giddy,NNNNN,elbow,?N?NN,baste,YNNY?,berth,YYYYY
audio,N?NNN,brute,NN???,fetus,YYYYY
above,NN?NN,curio,NN?N?,donor,YYNN?,dowry,YYYYY
gecko,NNNN?,adopt,NN?NN,folly,Y?NNN,furor,YYYYY
bread,NYNNN,frost,YYNNY,fruit,YYYYY
gaunt,NN?N?,butch,YYYNN,butte,YYYYY
anger,??NNN,flank,NNY?N,chain,YYYYY
frail,N??NN,adore,?NN??,eager,YYNN?,earth,YYYYY
chili,NNNNN,bayou,N??YN,annoy,YYYYY
horse,N??N?,credo,?????,decor,YYYYY
cloud,NY?NN,elbow,NYNYN,alloy,YYYYN,allot,YYYYY
alloy,NNN?N,focus,YYNN?,foist,YYYYY
first,NNNYN,bless,NNNY?,gassy,YYYYY
guile,NNY?N,flint,NYYYN,clink,NYYYN,blind,YYYYY
flora,N??NN,dolly,NY??N,hotel,YYNYY,hovel,YYYYY
dilly,NNNNN,bacon,NNNNN,guest,NNYNY,exert,YYYYY
dogma,?NNNN,bride,YNN??,bused,YNN?Y,blend,YYYYY
elect,?N?NN,homer,NYN??,gorge,NYYYY,forge,YYYYY
basis,??NNN,aback,???NN,debar,YYYYY
chunk,YYN?N,chain,YYYYY
creek,?N??N,acute,??N??,exact,YNYYY,enact,YYYYY
brash,NY?YN,artsy,YYNYN,arose,YYNYY,arise,YYYYY
fluff,YNNNN,fjord,YNNYN,fairy,YNNYY,ferry,YYYYY
flick,NNNNN,green,NNNYN,bused,NNYYN,asset,YYYYY
arose,YNN?N,assay,YYYYY
angst,NNNNN,drive,?NYN?,edify,YYYYY
dingy,NNNNN,amber,?N??N,bathe,Y?NNY,blaze,YYYYY
gayer,?NNNN,fling,NN???,bingo,NYYYY,dingo,YYYYY
chump,NNNNN,abled,NNYNN,folio,YYYNN,folly,YYYYY
gecko,NN?N?,crown,?N?NN,havoc,?NN??,botch,YYYYY
cycle,NNNN?,defer,?NNYY,aider,YYYYY
abort,?NNNY,dealt,N?YNY,enact,YNYYY,exact,YYYYY
drone,Y?NN?,defer,YYNN?,decry,YYN?Y,derby,YYYYY
briar,?NN?N,abyss,YYNYN,abase,YYNYY,abuse,YYYYY
booby,NNNNN,craze,?NNNY,fence,NYNYY,deuce,YYYYY
boost,YNNNN,brawl,Y?NNN,buyer,YNNN?,birch,YYYYY
doing,NN??N,finch,N??NN,basin,N?NY?,anvil,YYYYY
ardor,YNN?N,about,YNYN?,atoll,YYYNN,atone,YYYYY
adept,NNNNN,fussy,Y???N,focus,YNYYY,ficus,YYYYY
crowd,NN?NN,folly,N?NNN,bigot,YY??N,bingo,YYYYY
elegy,NYNNN,blind,YYNYY,bland,YYNYY,blond,YYYYY
annoy,NYNNY,enemy,YYNNY,entry,YYYYY
chute,N?NY?,depth,NYNYY,heath,NYNYY,berth,YYYYY
comfy,NNNNY,bully,NNYYY,hilly,NNYYY,dally,YYYYY
gusto,N?N?N,fruit,NYYNY,erupt,NYYNY,brunt,YYYYY
crypt,?NNNY,facet,N?YNY,ascot,YYYYY
amaze,NNNNN,chock,NN?NN,bongo,NNN?Y,gusto,YYYYY
ascot,NNNNN,bribe,N??NY,dirge,N?YNY,eerie,YYYYY
cumin,NNNNN,bravo,NYNN?,froth,YYYNN,froze,YYYYY
crush,N?NN?,hater,YYNY?,harem,YYYYY
drape,NNNNY,ensue,??NNY,hence,NYYYY,fence,YYYYY
aging,?NNNN,earth,?YNNN,fable,NYYYY,cable,YYYYY
floor,NNYNN,ebony,NYYNN,about,YYYYY
chase,NNNNN,blood,NYYYN,floor,NYYYN,gloom,YYYYY
dryer,N??N?,girly,NNYYY,curly,NYYYY,burly,YYYYY
chaff,NN?NN,balmy,N???N,ample,??N??,gleam,YYYYY
eking,?NNNN,beach,Y?NNN,boule,YN?NY,butte,YYYYY
hound,NNN?N,feign,NN??Y,grain,?NYYY,again,YYYYY
forgo,NNNNY,cello,NNNNY,audio,NNN?Y,hippo,YYYYY
death,NNN?N,clout,N?N?Y,built,NYYYY,guilt,YYYYY
blare,YNY?N,brand,YYY?N,brawn,YYYNY,brain,YYYYY
grope,N?NN?,eater,?NNYY,fever,?YNYY,defer,YYYYY
eager,??N??,bread,NY???,drake,YYYNY,drape,YYYYY
basis,N?NNN,graze,NYYNN,drawn,NYYYN,crawl,YYYYY
chair,NN?N?,argue,Y?N?Y,azure,YYYYY
