province,date_report,cases,cumulative_cases
NL,30-11-2022,28,53507
NL,01-12-2022,38,53545
NL,02-12-2022,31,53576
NL,03-12-2022,27,53603
NL,04-12-2022,15,53618
NL,05-12-2022,15,53633
NL,06-12-2022,25,53658
NL,07-12-2022,22,53680
NL,08-12-2022,20,53700
NL,09-12-2022,29,53729
NL,10-12-2022,25,53754
NL,11-12-2022,14,53768
NL,12-12-2022,14,53782
NL,13-12-2022,22,53804
NL,14-12-2022,21,53825
NL,15-12-2022,17,53842
NL,16-12-2022,25,53867
NL,17-12-2022,18,53885
NL,18-12-2022,9,53894
NL,19-12-2022,15,53909
NL,20-12-2022,9,53918
NL,21-12-2022,21,53939
NL,22-12-2022,21,53960
NL,23-12-2022,9,53969
NL,24-12-2022,14,53983
NL,25-12-2022,6,53989
NL,26-12-2022,14,54003
NL,27-12-2022,12,54015
NL,28-12-2022,20,54035
NL,29-12-2022,30,54065
NL,30-12-2022,9,54074
NL,31-12-2022,14,54088
NL,01-01-2023,11,54099
NL,02-01-2023,9,54108
NL,03-01-2023,23,54131
NL,04-01-2023,23,54154
NL,05-01-2023,25,54179
NL,06-01-2023,24,54203
NL,07-01-2023,27,54230
NL,08-01-2023,12,54242
NL,09-01-2023,10,54252
NL,10-01-2023,20,54272
NL,11-01-2023,14,54286
NL,12-01-2023,11,54297
NL,13-01-2023,8,54305
NL,14-01-2023,2,54307
NL,15-01-2023,5,54312
NL,16-01-2023,12,54324
NL,17-01-2023,13,54337
NL,18-01-2023,12,54349
NL,19-01-2023,13,54362
NL,20-01-2023,15,54377
NL,21-01-2023,10,54387
NL,22-01-2023,6,54393
NL,23-01-2023,8,54401
NL,24-01-2023,14,54415
NL,25-01-2023,7,54422
NL,26-01-2023,9,54431
NL,27-01-2023,9,54440
NL,28-01-2023,8,54448
NL,29-01-2023,8,54456
NL,30-01-2023,7,54463
NL,31-01-2023,6,54469
NL,01-02-2023,10,54479
NL,02-02-2023,9,54488
NL,03-02-2023,6,54494
NL,04-02-2023,14,54508
NL,05-02-2023,4,54512
NL,06-02-2023,5,54517
NL,07-02-2023,10,54527
NL,08-02-2023,7,54534
NL,09-02-2023,9,54543
NL,10-02-2023,10,54553
NL,11-02-2023,5,54558
NL,12-02-2023,10,54568
NL,13-02-2023,4,54572
NL,14-02-2023,8,54580
NL,15-02-2023,5,54585
NL,16-02-2023,16,54601
NL,17-02-2023,13,54614
NL,18-02-2023,7,54621
NL,19-02-2023,9,54630
NL,20-02-2023,15,54645
NL,21-02-2023,29,54674
NL,22-02-2023,10,54684
NL,23-02-2023,19,54703
NL,24-02-2023,20,54723
NL,25-02-2023,9,54732
NL,26-02-2023,5,54737
NL,27-02-2023,7,54744
NL,28-02-2023,11,54755
NL,01-03-2023,9,54764
NL,02-03-2023,16,54780
NL,03-03-2023,9,54789
NL,04-03-2023,10,54799
NL,05-03-2023,14,54813
NL,06-03-2023,13,54826
NL,07-03-2023,11,54837
NL,08-03-2023,8,54845
NL,09-03-2023,11,54856
NL,10-03-2023,10,54866
NL,11-03-2023,6,54872
NL,12-03-2023,6,54878
NL,13-03-2023,7,54885
NL,14-03-2023,11,54896
NL,15-03-2023,7,54903
NL,16-03-2023,8,54911
NL,17-03-2023,4,54915
NL,18-03-2023,14,54929
NL,19-03-2023,9,54938
NL,20-03-2023,7,54945
NL,21-03-2023,8,54953
NL,22-03-2023,4,54957
NL,23-03-2023,7,54964
NL,24-03-2023,3,54967
NL,25-03-2023,7,54974
NL,26-03-2023,0,54974
NL,27-03-2023,0,54974
NL,28-03-2023,0,54974
NL,29-03-2023,0,54974
NWT,15-01-2020,0,0
NWT,16-01-2020,0,0
NWT,17-01-2020,0,0
NWT,18-01-2020,0,0
NWT,19-01-2020,0,0
NWT,20-01-2020,0,0
NWT,21-01-2020,0,0
NWT,22-01-2020,0,0
NWT,23-01-2020,0,0
NWT,24-01-2020,0,0
NWT,25-01-2020,0,0
NWT,26-01-2020,0,0
NWT,27-01-2020,0,0
NWT,28-01-2020,0,0
NWT,29-01-2020,0,0
NWT,30-01-2020,0,0
NWT,31-01-2020,0,0
NWT,01-02-2020,0,0
NWT,02-02-2020,0,0
NWT,03-02-2020,0,0
NWT,04-02-2020,0,0
NWT,05-02-2020,0,0
NWT,06-02-2020,0,0
NWT,07-02-2020,0,0
NWT,08-02-2020,0,0
NWT,09-02-2020,0,0
NWT,10-02-2020,0,0
NWT,11-02-2020,0,0
NWT,12-02-2020,0,0
NWT,13-02-2020,0,0
NWT,14-02-2020,0,0
NWT,15-02-2020,0,0
NWT,16-02-2020,0,0
NWT,17-02-2020,0,0
NWT,18-02-2020,0,0
NWT,19-02-2020,0,0
NWT,20-02-2020,0,0
NWT,21-02-2020,0,0
NWT,22-02-2020,0,0
NWT,23-02-2020,0,0
NWT,24-02-2020,0,0
NWT,25-02-2020,0,0
NWT,26-02-2020,0,0
NWT,27-02-2020,0,0
NWT,28-02-2020,0,0
NWT,29-02-2020,0,0
NWT,01-03-2020,0,0
NWT,02-03-2020,0,0
NWT,03-03-2020,0,0
NWT,04-03-2020,0,0
NWT,05-03-2020,0,0
NWT,06-03-2020,0,0
NWT,07-03-2020,0,0
NWT,08-03-2020,0,0
NWT,09-03-2020,0,0
NWT,10-03-2020,0,0
NWT,11-03-2020,0,0
NWT,12-03-2020,0,0
NWT,13-03-2020,0,0
NWT,14-03-2020,0,0
NWT,15-03-2020,0,0
NWT,16-03-2020,0,0
NWT,17-03-2020,0,0
NWT,18-03-2020,0,0
NWT,19-03-2020,0,0
NWT,20-03-2020,0,0
NWT,21-03-2020,1,1
NWT,22-03-2020,0,1
NWT,23-03-2020,0,1
NWT,24-03-2020,0,1
NWT,25-03-2020,0,1
NWT,26-03-2020,0,1
NWT,27-03-2020,0,1
NWT,28-03-2020,0,1
NWT,29-03-2020,0,1
NWT,30-03-2020,0,1
NWT,31-03-2020,0,1
NWT,01-04-2020,1,2
NWT,02-04-2020,0,2
NWT,03-04-2020,2,4
NWT,04-04-2020,0,4
NWT,05-04-2020,0,4
NWT,06-04-2020,1,5
NWT,07-04-2020,0,5
NWT,08-04-2020,0,5
NWT,09-04-2020,0,5
NWT,10-04-2020,0,5
NWT,11-04-2020,0,5
NWT,12-04-2020,0,5
NWT,13-04-2020,0,5
NWT,14-04-2020,0,5
NWT,15-04-2020,0,5
NWT,16-04-2020,0,5
NWT,17-04-2020,0,5
NWT,18-04-2020,0,5
NWT,19-04-2020,0,5
NWT,20-04-2020,0,5
NWT,21-04-2020,0,5
NWT,22-04-2020,0,5
NWT,23-04-2020,0,5
NWT,24-04-2020,0,5
NWT,25-04-2020,0,5
NWT,26-04-2020,0,5
NWT,27-04-2020,0,5
NWT,28-04-2020,0,5
NWT,29-04-2020,0,5
NWT,30-04-2020,0,5
NWT,01-05-2020,0,5
NWT,02-05-2020,0,5
NWT,03-05-2020,0,5
NWT,04-05-2020,0,5
NWT,05-05-2020,0,5
NWT,06-05-2020,0,5
NWT,07-05-2020,0,5
NWT,08-05-2020,0,5
NWT,09-05-2020,0,5
NWT,10-05-2020,0,5
NWT,11-05-2020,0,5
NWT,12-05-2020,0,5
NWT,13-05-2020,0,5
NWT,14-05-2020,0,5
NWT,15-05-2020,0,5
NWT,16-05-2020,0,5
NWT,17-05-2020,0,5
NWT,18-05-2020,0,5
NWT,19-05-2020,0,5
NWT,20-05-2020,0,5
NWT,21-05-2020,0,5
NWT,22-05-2020,0,5
NWT,23-05-2020,0,5
NWT,24-05-2020,0,5
NWT,25-05-2020,0,5
NWT,26-05-2020,0,5
NWT,27-05-2020,0,5
NWT,28-05-2020,0,5
NWT,29-05-2020,0,5
NWT,30-05-2020,0,5
NWT,31-05-2020,0,5
NWT,01-06-2020,0,5
NWT,02-06-2020,0,5
NWT,03-06-2020,0,5
NWT,04-06-2020,0,5
NWT,05-06-2020,0,5
NWT,06-06-2020,0,5
NWT,07-06-2020,0,5
NWT,08-06-2020,0,5
NWT,09-06-2020,0,5
NWT,10-06-2020,0,5
NWT,11-06-2020,0,5
NWT,12-06-2020,0,5
NWT,13-06-2020,0,5
NWT,14-06-2020,0,5
NWT,15-06-2020,0,5
NWT,16-06-2020,0,5
NWT,17-06-2020,0,5
NWT,18-06-2020,0,5
NWT,19-06-2020,0,5
NWT,20-06-2020,0,5
NWT,21-06-2020,0,5
NWT,22-06-2020,0,5
NWT,23-06-2020,0,5
NWT,24-06-2020,0,5
NWT,25-06-2020,0,5
NWT,26-06-2020,0,5
NWT,27-06-2020,0,5
NWT,28-06-2020,0,5
NWT,29-06-2020,0,5
NWT,30-06-2020,0,5
NWT,01-07-2020,0,5
NWT,02-07-2020,0,5
NWT,03-07-2020,0,5
NWT,04-07-2020,0,5
NWT,05-07-2020,0,5
NWT,06-07-2020,0,5
NWT,07-07-2020,0,5
NWT,08-07-2020,0,5
NWT,09-07-2020,0,5
NWT,10-07-2020,0,5
NWT,11-07-2020,0,5
NWT,12-07-2020,0,5
NWT,13-07-2020,0,5
NWT,14-07-2020,0,5
NWT,15-07-2020,0,5
NWT,16-07-2020,0,5
NWT,17-07-2020,0,5
NWT,18-07-2020,0,5
NWT,19-07-2020,0,5
NWT,20-07-2020,0,5
NWT,21-07-2020,0,5
NWT,22-07-2020,0,5
NWT,23-07-2020,0,5
NWT,24-07-2020,0,5
NWT,25-07-2020,0,5
NWT,26-07-2020,0,5
NWT,27-07-2020,0,5
NWT,28-07-2020,0,5
NWT,29-07-2020,0,5
NWT,30-07-2020,0,5
NWT,31-07-2020,0,5
NWT,01-08-2020,0,5
NWT,02-08-2020,0,5
NWT,03-08-2020,0,5
NWT,04-08-2020,0,5
NWT,05-08-2020,0,5
NWT,06-08-2020,0,5
NWT,07-08-2020,0,5
NWT,08-08-2020,0,5
NWT,09-08-2020,0,5
NWT,10-08-2020,0,5
NWT,11-08-2020,0,5
NWT,12-08-2020,0,5
NWT,13-08-2020,0,5
NWT,14-08-2020,0,5
NWT,15-08-2020,0,5
NWT,16-08-2020,0,5
NWT,17-08-2020,0,5
NWT,18-08-2020,0,5
NWT,19-08-2020,0,5
NWT,20-08-2020,0,5
NWT,21-08-2020,0,5
NWT,22-08-2020,0,5
NWT,23-08-2020,0,5
NWT,24-08-2020,0,5
NWT,25-08-2020,0,5
NWT,26-08-2020,0,5
NWT,27-08-2020,0,5
NWT,28-08-2020,0,5
NWT,29-08-2020,0,5
NWT,30-08-2020,0,5
NWT,31-08-2020,0,5
NWT,01-09-2020,0,5
NWT,02-09-2020,0,5
NWT,03-09-2020,0,5
NWT,04-09-2020,0,5
NWT,05-09-2020,0,5
NWT,06-09-2020,0,5
NWT,07-09-2020,0,5
NWT,08-09-2020,0,5
NWT,09-09-2020,0,5
NWT,10-09-2020,0,5
NWT,11-09-2020,0,5
NWT,12-09-2020,0,5
NWT,13-09-2020,0,5
NWT,14-09-2020,0,5
NWT,15-09-2020,0,5
NWT,16-09-2020,0,5
NWT,17-09-2020,0,5
NWT,18-09-2020,0,5
NWT,19-09-2020,0,5
NWT,20-09-2020,0,5
NWT,21-09-2020,0,5
NWT,22-09-2020,0,5
NWT,23-09-2020,0,5
NWT,24-09-2020,0,5
NWT,25-09-2020,0,5
NWT,26-09-2020,0,5
NWT,27-09-2020,0,5
NWT,28-09-2020,0,5
NWT,29-09-2020,0,5
NWT,30-09-2020,0,5
NWT,01-10-2020,0,5
NWT,02-10-2020,0,5
NWT,03-10-2020,0,5
NWT,04-10-2020,0,5
NWT,05-10-2020,0,5
NWT,06-10-2020,0,5
NWT,07-10-2020,0,5
NWT,08-10-2020,0,5
NWT,09-10-2020,0,5
NWT,10-10-2020,0,5
NWT,11-10-2020,0,5
NWT,12-10-2020,0,5
NWT,13-10-2020,0,5
NWT,14-10-2020,0,5
NWT,15-10-2020,0,5
NWT,16-10-2020,0,5
NWT,17-10-2020,0,5
NWT,18-10-2020,0,5
NWT,19-10-2020,0,5
NWT,20-10-2020,0,5
NWT,21-10-2020,3,8
NWT,22-10-2020,0,8
NWT,23-10-2020,1,9
NWT,24-10-2020,0,9
NWT,25-10-2020,0,9
NWT,26-10-2020,0,9
NWT,27-10-2020,0,9
NWT,28-10-2020,0,9
NWT,29-10-2020,1,10
NWT,30-10-2020,0,10
NWT,31-10-2020,0,10
NWT,01-11-2020,0,10
NWT,02-11-2020,0,10
NWT,03-11-2020,0,10
NWT,04-11-2020,0,10
NWT,05-11-2020,0,10
NWT,06-11-2020,0,10
NWT,07-11-2020,0,10
NWT,08-11-2020,0,10
NWT,09-11-2020,0,10
NWT,10-11-2020,0,10
NWT,11-11-2020,1,11
NWT,12-11-2020,0,11
NWT,13-11-2020,4,15
NWT,14-11-2020,0,15
NWT,15-11-2020,0,15
NWT,16-11-2020,0,15
NWT,17-11-2020,0,15
NWT,18-11-2020,0,15
NWT,19-11-2020,0,15
NWT,20-11-2020,0,15
NWT,21-11-2020,0,15
NWT,22-11-2020,0,15
NWT,23-11-2020,0,15
NWT,24-11-2020,0,15
NWT,25-11-2020,0,15
NWT,26-11-2020,0,15
NWT,27-11-2020,0,15
NWT,28-11-2020,0,15
NWT,29-11-2020,0,15
NWT,30-11-2020,0,15
NWT,01-12-2020,0,15
NWT,02-12-2020,0,15
NWT,03-12-2020,0,15
NWT,04-12-2020,0,15
NWT,05-12-2020,0,15
NWT,06-12-2020,0,15
NWT,07-12-2020,0,15
NWT,08-12-2020,0,15
NWT,09-12-2020,0,15
NWT,10-12-2020,0,15
NWT,11-12-2020,5,20
NWT,12-12-2020,1,21
NWT,13-12-2020,0,21
NWT,14-12-2020,0,21
NWT,15-12-2020,1,22
NWT,16-12-2020,0,22
NWT,17-12-2020,1,23
NWT,18-12-2020,1,24
NWT,19-12-2020,0,24
NWT,20-12-2020,0,24
NWT,21-12-2020,0,24
NWT,22-12-2020,0,24
NWT,23-12-2020,0,24
NWT,24-12-2020,0,24
NWT,25-12-2020,0,24
NWT,26-12-2020,0,24
NWT,27-12-2020,0,24
NWT,28-12-2020,0,24
NWT,29-12-2020,0,24
NWT,30-12-2020,0,24
NWT,31-12-2020,0,24
NWT,01-01-2021,0,24
NWT,02-01-2021,0,24
NWT,03-01-2021,0,24
NWT,04-01-2021,0,24
NWT,05-01-2021,0,24
NWT,06-01-2021,0,24
NWT,07-01-2021,0,24
NWT,08-01-2021,0,24
NWT,09-01-2021,0,24
NWT,10-01-2021,0,24
NWT,11-01-2021,0,24
NWT,12-01-2021,0,24
NWT,13-01-2021,0,24
NWT,14-01-2021,0,24
NWT,15-01-2021,1,25
NWT,16-01-2021,0,25
NWT,17-01-2021,3,28
NWT,18-01-2021,0,28
NWT,19-01-2021,2,30
NWT,20-01-2021,0,30
NWT,21-01-2021,1,31
NWT,22-01-2021,0,31
NWT,23-01-2021,0,31
NWT,24-01-2021,0,31
NWT,25-01-2021,0,31
NWT,26-01-2021,0,31
NWT,27-01-2021,0,31
NWT,28-01-2021,0,31
NWT,29-01-2021,0,31
NWT,30-01-2021,0,31
NWT,31-01-2021,0,31
NWT,01-02-2021,0,31
NWT,02-02-2021,1,32
NWT,03-02-2021,0,32
NWT,04-02-2021,0,32
NWT,05-02-2021,0,32
NWT,06-02-2021,0,32
NWT,07-02-2021,0,32
NWT,08-02-2021,0,32
NWT,09-02-2021,1,33
NWT,10-02-2021,1,34
NWT,11-02-2021,4,38
NWT,12-02-2021,0,38
NWT,13-02-2021,0,38
NWT,14-02-2021,0,38
NWT,15-02-2021,0,38
NWT,16-02-2021,0,38
NWT,17-02-2021,4,42
NWT,18-02-2021,0,42
NWT,19-02-2021,0,42
NWT,20-02-2021,0,42
NWT,21-02-2021,0,42
NWT,22-02-2021,0,42
NWT,23-02-2021,0,42
NWT,24-02-2021,0,42
NWT,25-02-2021,0,42
NWT,26-02-2021,0,42
NWT,27-02-2021,0,42
NWT,28-02-2021,0,42
NWT,01-03-2021,0,42
NWT,02-03-2021,0,42
NWT,03-03-2021,0,42
NWT,04-03-2021,0,42
NWT,05-03-2021,0,42
NWT,06-03-2021,0,42
NWT,07-03-2021,0,42
NWT,08-03-2021,0,42
NWT,09-03-2021,0,42
NWT,10-03-2021,0,42
NWT,11-03-2021,0,42
NWT,12-03-2021,0,42
NWT,13-03-2021,0,42
NWT,14-03-2021,0,42
NWT,15-03-2021,0,42
NWT,16-03-2021,0,42
NWT,17-03-2021,0,42
NWT,18-03-2021,0,42
NWT,19-03-2021,0,42
NWT,20-03-2021,0,42
NWT,21-03-2021,0,42
NWT,22-03-2021,0,42
NWT,23-03-2021,0,42
NWT,24-03-2021,0,42
NWT,25-03-2021,0,42
NWT,26-03-2021,0,42
NWT,27-03-2021,0,42
NWT,28-03-2021,0,42
NWT,29-03-2021,0,42
NWT,30-03-2021,0,42
NWT,31-03-2021,0,42
NWT,01-04-2021,0,42
NWT,02-04-2021,0,42
NWT,03-04-2021,0,42
NWT,04-04-2021,0,42
NWT,05-04-2021,1,43
NWT,06-04-2021,0,43
NWT,07-04-2021,0,43
NWT,08-04-2021,0,43
NWT,09-04-2021,0,43
NWT,10-04-2021,0,43
NWT,11-04-2021,0,43
NWT,12-04-2021,0,43
NWT,13-04-2021,0,43
NWT,14-04-2021,0,43
NWT,15-04-2021,0,43
NWT,16-04-2021,0,43
NWT,17-04-2021,0,43
NWT,18-04-2021,0,43
NWT,19-04-2021,0,43
NWT,20-04-2021,0,43
NWT,21-04-2021,2,45
NWT,22-04-2021,1,46
NWT,23-04-2021,2,48
NWT,24-04-2021,0,48
NWT,25-04-2021,0,48
NWT,26-04-2021,3,51
NWT,27-04-2021,0,51
NWT,28-04-2021,0,51
NWT,29-04-2021,0,51
NWT,30-04-2021,0,51
NWT,01-05-2021,0,51
NWT,02-05-2021,1,52
NWT,03-05-2021,7,59
NWT,04-05-2021,12,71
NWT,05-05-2021,14,85
NWT,06-05-2021,13,98
NWT,07-05-2021,1,99
NWT,08-05-2021,0,99
NWT,09-05-2021,0,99
NWT,10-05-2021,3,102
NWT,11-05-2021,10,112
NWT,12-05-2021,2,114
NWT,13-05-2021,1,115
NWT,14-05-2021,6,121
NWT,15-05-2021,0,121
NWT,16-05-2021,0,121
NWT,17-05-2021,0,121
NWT,18-05-2021,4,125
NWT,19-05-2021,1,126
NWT,20-05-2021,0,126
NWT,21-05-2021,1,127
NWT,22-05-2021,0,127
NWT,23-05-2021,0,127
NWT,24-05-2021,0,127
NWT,25-05-2021,0,127
NWT,26-05-2021,0,127
NWT,27-05-2021,0,127
NWT,28-05-2021,0,127
NWT,29-05-2021,0,127
NWT,30-05-2021,0,127
NWT,31-05-2021,1,128
NWT,01-06-2021,0,128
NWT,02-06-2021,0,128
NWT,03-06-2021,0,128
NWT,04-06-2021,0,128
NWT,05-06-2021,0,128
NWT,06-06-2021,0,128
NWT,07-06-2021,0,128
NWT,08-06-2021,0,128
NWT,09-06-2021,0,128
NWT,10-06-2021,0,128
NWT,11-06-2021,0,128
NWT,12-06-2021,0,128
NWT,13-06-2021,0,128
NWT,14-06-2021,0,128
NWT,15-06-2021,0,128
NWT,16-06-2021,0,128
NWT,17-06-2021,0,128
NWT,18-06-2021,0,128
NWT,19-06-2021,0,128
NWT,20-06-2021,0,128
NWT,21-06-2021,0,128
NWT,22-06-2021,0,128
NWT,23-06-2021,0,128
NWT,24-06-2021,0,128
NWT,25-06-2021,0,128
NWT,26-06-2021,0,128
NWT,27-06-2021,0,128
NWT,28-06-2021,0,128
NWT,29-06-2021,0,128
NWT,30-06-2021,0,128
NWT,01-07-2021,0,128
NWT,02-07-2021,0,128
NWT,03-07-2021,0,128
NWT,04-07-2021,0,128
NWT,05-07-2021,0,128
NWT,06-07-2021,0,128
NWT,07-07-2021,0,128
NWT,08-07-2021,0,128
NWT,09-07-2021,0,128
NWT,10-07-2021,0,128
NWT,11-07-2021,0,128
NWT,12-07-2021,0,128
NWT,13-07-2021,0,128
NWT,14-07-2021,0,128
NWT,15-07-2021,0,128
NWT,16-07-2021,0,128
NWT,17-07-2021,0,128
NWT,18-07-2021,0,128
NWT,19-07-2021,0,128
NWT,20-07-2021,0,128
NWT,21-07-2021,0,128
NWT,22-07-2021,0,128
NWT,23-07-2021,0,128
NWT,24-07-2021,0,128
NWT,25-07-2021,0,128
NWT,26-07-2021,0,128
NWT,27-07-2021,0,128
NWT,28-07-2021,0,128
NWT,29-07-2021,0,128
NWT,30-07-2021,0,128
NWT,31-07-2021,0,128
NWT,01-08-2021,0,128
NWT,02-08-2021,0,128
NWT,03-08-2021,1,129
NWT,04-08-2021,0,129
NWT,05-08-2021,0,129
NWT,06-08-2021,1,130
NWT,07-08-2021,0,130
NWT,08-08-2021,0,130
NWT,09-08-2021,0,130
NWT,10-08-2021,1,131
NWT,11-08-2021,0,131
NWT,12-08-2021,0,131
NWT,13-08-2021,0,131
NWT,14-08-2021,0,131
NWT,15-08-2021,2,133
NWT,16-08-2021,13,146
NWT,17-08-2021,56,202
NWT,18-08-2021,57,259
NWT,19-08-2021,0,259
NWT,20-08-2021,41,300
NWT,21-08-2021,29,329
NWT,22-08-2021,0,329
NWT,23-08-2021,0,329
NWT,24-08-2021,22,351
NWT,25-08-2021,7,358
NWT,26-08-2021,19,377
NWT,27-08-2021,18,395
NWT,28-08-2021,5,400
NWT,29-08-2021,0,400
NWT,30-08-2021,0,400
NWT,31-08-2021,52,452
NWT,01-09-2021,9,461
NWT,02-09-2021,14,475
NWT,03-09-2021,11,486
NWT,04-09-2021,13,499
NWT,05-09-2021,0,499
NWT,06-09-2021,0,499
NWT,07-09-2021,0,499
NWT,08-09-2021,23,522
NWT,09-09-2021,18,540
NWT,10-09-2021,23,563
NWT,11-09-2021,28,591
NWT,12-09-2021,0,591
NWT,13-09-2021,0,591
NWT,14-09-2021,56,647
NWT,15-09-2021,32,679
NWT,16-09-2021,16,695
NWT,17-09-2021,25,720
NWT,18-09-2021,29,749
NWT,19-09-2021,0,749
NWT,20-09-2021,0,749
NWT,21-09-2021,58,807
NWT,22-09-2021,27,834
NWT,23-09-2021,18,852
NWT,24-09-2021,30,882
NWT,25-09-2021,36,918
NWT,26-09-2021,0,918
NWT,27-09-2021,0,918
NWT,28-09-2021,52,970
NWT,29-09-2021,49,1019
NWT,30-09-2021,40,1059
NWT,01-10-2021,0,1059
NWT,02-10-2021,84,1143
NWT,03-10-2021,0,1143
NWT,04-10-2021,0,1143
NWT,05-10-2021,97,1240
NWT,06-10-2021,65,1305
NWT,07-10-2021,55,1360
NWT,08-10-2021,51,1411
NWT,09-10-2021,45,1456
NWT,10-10-2021,0,1456
NWT,11-10-2021,0,1456
NWT,12-10-2021,0,1456
NWT,13-10-2021,81,1537
NWT,14-10-2021,43,1580
NWT,15-10-2021,37,1617
NWT,16-10-2021,21,1638
NWT,17-10-2021,0,1638
NWT,18-10-2021,0,1638
NWT,19-10-2021,56,1694
NWT,20-10-2021,18,1712
NWT,21-10-2021,34,1746
NWT,22-10-2021,17,1763
NWT,23-10-2021,23,1786
NWT,24-10-2021,0,1786
NWT,25-10-2021,0,1786
NWT,26-10-2021,40,1826
NWT,27-10-2021,17,1843
NWT,28-10-2021,17,1860
NWT,29-10-2021,3,1863
NWT,30-10-2021,0,1863
NWT,31-10-2021,0,1863
NWT,01-11-2021,8,1871
NWT,02-11-2021,9,1880
NWT,03-11-2021,6,1886
NWT,04-11-2021,0,1886
NWT,05-11-2021,0,1886
NWT,06-11-2021,0,1886
NWT,07-11-2021,0,1886
NWT,08-11-2021,0,1886
NWT,09-11-2021,39,1925
NWT,10-11-2021,26,1951
NWT,11-11-2021,0,1951
NWT,12-11-2021,0,1951
NWT,13-11-2021,50,2001
NWT,14-11-2021,0,2001
NWT,15-11-2021,20,2021
NWT,16-11-2021,7,2028
NWT,17-11-2021,1,2029
NWT,18-11-2021,3,2032
NWT,19-11-2021,0,2032
NWT,20-11-2021,4,2036
NWT,21-11-2021,0,2036
NWT,22-11-2021,8,2044
NWT,23-11-2021,11,2055
NWT,24-11-2021,2,2057
NWT,25-11-2021,2,2059
NWT,26-11-2021,0,2059
NWT,27-11-2021,0,2059
NWT,28-11-2021,0,2059
NWT,29-11-2021,0,2059
NWT,30-11-2021,1,2060
NWT,01-12-2021,3,2063
NWT,02-12-2021,5,2068
NWT,03-12-2021,0,2068
NWT,04-12-2021,1,2069
NWT,05-12-2021,0,2069
NWT,06-12-2021,0,2069
NWT,07-12-2021,0,2069
NWT,08-12-2021,0,2069
NWT,09-12-2021,0,2069
NWT,10-12-2021,1,2070
NWT,11-12-2021,0,2070
NWT,12-12-2021,0,2070
NWT,13-12-2021,1,2071
NWT,14-12-2021,0,2071
NWT,15-12-2021,5,2076
NWT,16-12-2021,6,2082
NWT,17-12-2021,0,2082
NWT,18-12-2021,0,2082
NWT,19-12-2021,0,2082
NWT,20-12-2021,0,2082
NWT,21-12-2021,1,2083
NWT,22-12-2021,7,2090
NWT,23-12-2021,0,2090
NWT,24-12-2021,0,2090
NWT,25-12-2021,0,2090
NWT,26-12-2021,0,2090
NWT,27-12-2021,0,2090
NWT,28-12-2021,0,2090
NWT,29-12-2021,0,2090
NWT,30-12-2021,97,2187
NWT,31-12-2021,42,2229
NWT,01-01-2022,0,2229
NWT,02-01-2022,0,2229
NWT,03-01-2022,0,2229
NWT,04-01-2022,190,2419
NWT,05-01-2022,76,2495
NWT,06-01-2022,157,2652
NWT,07-01-2022,149,2801
NWT,08-01-2022,0,2801
NWT,09-01-2022,0,2801
NWT,10-01-2022,306,3107
NWT,11-01-2022,215,3322
NWT,12-01-2022,145,3467
NWT,13-01-2022,120,3587
NWT,14-01-2022,154,3741
NWT,15-01-2022,0,3741
NWT,16-01-2022,0,3741
NWT,17-01-2022,314,4055
NWT,18-01-2022,179,4234
NWT,19-01-2022,138,4372
NWT,20-01-2022,136,4508
NWT,21-01-2022,172,4680
NWT,22-01-2022,0,4680
NWT,23-01-2022,0,4680
NWT,24-01-2022,282,4962
NWT,25-01-2022,158,5120
NWT,26-01-2022,175,5295
NWT,27-01-2022,151,5446
NWT,28-01-2022,168,5614
NWT,29-01-2022,0,5614
NWT,30-01-2022,0,5614
NWT,31-01-2022,251,5865
NWT,01-02-2022,208,6073
NWT,02-02-2022,148,6221
NWT,03-02-2022,142,6363
NWT,04-02-2022,187,6550
NWT,05-02-2022,0,6550
NWT,06-02-2022,0,6550
NWT,07-02-2022,296,6846
NWT,08-02-2022,73,6919
NWT,09-02-2022,110,7029
NWT,10-02-2022,97,7126
NWT,11-02-2022,217,7343
NWT,12-02-2022,0,7343
NWT,13-02-2022,0,7343
NWT,14-02-2022,335,7678
NWT,15-02-2022,98,7776
NWT,16-02-2022,131,7907
NWT,17-02-2022,80,7987
NWT,18-02-2022,98,8085
NWT,19-02-2022,0,8085
NWT,20-02-2022,0,8085
NWT,21-02-2022,217,8302
NWT,22-02-2022,122,8424
NWT,23-02-2022,71,8495
NWT,24-02-2022,99,8594
NWT,25-02-2022,88,8682
NWT,26-02-2022,0,8682
NWT,27-02-2022,0,8682
NWT,28-02-2022,115,8797
NWT,01-03-2022,127,8924
NWT,02-03-2022,83,9007
NWT,03-03-2022,73,9080
NWT,04-03-2022,42,9122
NWT,05-03-2022,0,9122
NWT,06-03-2022,0,9122
NWT,07-03-2022,109,9231
NWT,08-03-2022,94,9325
NWT,09-03-2022,75,9400
NWT,10-03-2022,66,9466
NWT,11-03-2022,48,9514
NWT,12-03-2022,0,9514
NWT,13-03-2022,0,9514
NWT,14-03-2022,76,9590
NWT,15-03-2022,76,9666
NWT,16-03-2022,71,9737
NWT,17-03-2022,53,9790
NWT,18-03-2022,53,9843
NWT,19-03-2022,0,9843
NWT,20-03-2022,0,9843
NWT,21-03-2022,99,9942
NWT,22-03-2022,63,10005
NWT,23-03-2022,101,10106
NWT,24-03-2022,129,10235
